"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"1",224,"2017-06-11 02:19:58","CoordinateX","sym","###",33.2096957060568,145.6,0.23089599454446,"#",27.1118260379324,131.5,0.32489387271777,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish"
"2",224,"2017-06-11 02:19:58","CoordinateX","asym1","###",26.3256001303336,155.8,0.498304448402051,"#",27.1118260379324,131.5,0.32489387271777,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish"
"3",224,"2017-06-11 02:19:58","CoordinateX","asym2","###",20.2294889263724,73.7,0.438532140567641,"#",27.1118260379324,131.5,0.32489387271777,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.75,"selfish"
"1",225,"2017-06-11 02:20:18","CoordinateX","sym","###",32.3378948672365,141.7,0.230411699343702,"#",25.1964724162376,122.2,0.383377913729551,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish"
"2",225,"2017-06-11 02:20:18","CoordinateX","asym1","###",22.1249858757017,130.9,0.721821750197844,"#",25.1964724162376,122.2,0.383377913729551,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish"
"3",225,"2017-06-11 02:20:18","CoordinateX","asym2","###",19.2180181658313,70,0.481023649935411,"#",25.1964724162376,122.2,0.383377913729551,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.98,0.55,0.9,"selfish"
"1",226,"2017-06-11 02:20:38","CoordinateX","sym","###",30.0387804901153,131.7,0.263047690984484,"#",23.7424685914253,115.1,0.370838478630468,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish"
"2",226,"2017-06-11 02:20:38","CoordinateX","asym1","###",18.6153610404597,110.1,0.731331452437324,"#",23.7424685914253,115.1,0.370838478630468,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish"
"3",226,"2017-06-11 02:20:38","CoordinateX","asym2","###",21.0298465149997,76.6,0.379009294495225,"#",23.7424685914253,115.1,0.370838478630468,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.6,"selfish"
"1",227,"2017-06-11 02:20:58","CoordinateX","sym","###",32.6557890052523,143.1,0.20838418738585,"#",25.1368697777234,121.9,0.334952210597921,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish"
"2",227,"2017-06-11 02:20:58","CoordinateX","asym1","###",17.2129957364261,101.8,0.784619285826338,"#",25.1368697777234,121.9,0.334952210597921,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish"
"3",227,"2017-06-11 02:20:58","CoordinateX","asym2","###",23.0846028531766,84.1,0.325322682172886,"#",25.1368697777234,121.9,0.334952210597921,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.75,"selfish"
"1",228,"2017-06-11 02:21:18","CoordinateX","sym","###",30.9753575891833,135.8,0.225042734969452,"#",23.3335952366254,113.1,0.383630580898558,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish"
"2",228,"2017-06-11 02:21:18","CoordinateX","asym1","###",17.7027461774218,104.7,0.71177020564398,"#",23.3335952366254,113.1,0.383630580898558,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish"
"3",228,"2017-06-11 02:21:18","CoordinateX","asym2","###",18.9871008845479,69.2,0.485097515176589,"#",23.3335952366254,113.1,0.383630580898558,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.25,0.9,"selfish"
"1",229,"2017-06-11 02:21:38","CoordinateX","sym","###",29.1898098657734,127.9,0.247261185930146,"#",27.3221725181419,132.5,0.238145494178853,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish"
"2",229,"2017-06-11 02:21:38","CoordinateX","asym1","###",21.9373729815886,129.8,0.59473834417273,"#",27.3221725181419,132.5,0.238145494178853,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish"
"3",229,"2017-06-11 02:21:38","CoordinateX","asym2","###",30.1033220758108,109.7,0.103516323179054,"#",27.3221725181419,132.5,0.238145494178853,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.6,"selfish"
"1",230,"2017-06-11 02:21:58","CoordinateX","sym","###",29.9327115748343,131.2,0.244521303900142,"#",24.6677402168785,119.6,0.308713960681129,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish"
"2",230,"2017-06-11 02:21:58","CoordinateX","asym1","###",19.9631187721536,118.1,0.579476137117133,"#",24.6677402168785,119.6,0.308713960681129,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish"
"3",230,"2017-06-11 02:21:58","CoordinateX","asym2","###",23.0434131345356,84,0.292234317489091,"#",24.6677402168785,119.6,0.308713960681129,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.75,"selfish"
"1",231,"2017-06-11 02:22:18","CoordinateX","sym","###",30.4771407961953,133.6,0.250427985638234,"#",25.4176083614256,123.2,0.293307734899637,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish"
"2",231,"2017-06-11 02:22:18","CoordinateX","asym1","###",19.6411840557312,116.2,0.595752588071608,"#",25.4176083614256,123.2,0.293307734899637,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish"
"3",231,"2017-06-11 02:22:18","CoordinateX","asym2","###",24.9706271892042,91,0.233506464012834,"#",25.4176083614256,123.2,0.293307734899637,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.4,0.9,"selfish"
"1",232,"2017-06-11 02:22:38","CoordinateX","sym","###",21.2886380755348,93.3,0.434299279860362,"#",28.5525700990166,138.4,0.223050626578292,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish"
"2",232,"2017-06-11 02:22:38","CoordinateX","asym1","###",25.8879744712139,153.2,0.504541131021923,"#",28.5525700990166,138.4,0.223050626578292,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish"
"3",232,"2017-06-11 02:22:38","CoordinateX","asym2","###",36.3641917886875,132.5,0.0472170455152693,"#",28.5525700990166,138.4,0.223050626578292,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.6,"selfish"
"1",233,"2017-06-11 02:22:58","CoordinateX","sym","###",28.3522583854542,124.3,0.299008286382031,"#",27.8765665562128,135.2,0.229077796557625,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish"
"2",233,"2017-06-11 02:22:58","CoordinateX","asym1","###",23.4123305593916,138.5,0.436316208148005,"#",27.8765665562128,135.2,0.229077796557625,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish"
"3",233,"2017-06-11 02:22:58","CoordinateX","asym2","###",31.2941066514306,114,0.105931694353079,"#",27.8765665562128,135.2,0.229077796557625,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.75,"selfish"
"1",234,"2017-06-11 02:23:17","CoordinateX","sym","###",25.7983741951138,113.1,0.36901884322983,"#",24.8159372327692,120.3,0.293958964732375,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish"
"2",234,"2017-06-11 02:23:17","CoordinateX","asym1","###",17.0822682594815,101.1,0.641766508883926,"#",24.8159372327692,120.3,0.293958964732375,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish"
"3",234,"2017-06-11 02:23:17","CoordinateX","asym2","###",29.8350837475316,108.7,0.124662263056895,"#",24.8159372327692,120.3,0.293958964732375,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,0.995,0.55,0.9,"selfish"
"1",235,"2017-06-11 02:23:38","CoordinateX","sym","###",27.081369159545,118.7,0.286960474196896,"#",29.3843810867585,142.5,0.183592171944905,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish"
"2",235,"2017-06-11 02:23:38","CoordinateX","asym1","###",24.6793548448001,146,0.417347137067901,"#",29.3843810867585,142.5,0.183592171944905,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish"
"3",235,"2017-06-11 02:23:38","CoordinateX","asym2","###",35.3249832900802,128.7,0.0510173641963421,"#",29.3843810867585,142.5,0.183592171944905,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.6,"selfish"
"1",236,"2017-06-11 02:23:57","CoordinateX","sym","###",32.6037744917841,142.9,0.219418818938512,"#",29.4891568270504,143,0.19735848727646,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish"
"2",236,"2017-06-11 02:23:57","CoordinateX","asym1","###",23.2998211724182,137.9,0.49035489697512,"#",29.4891568270504,143,0.19735848727646,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish"
"3",236,"2017-06-11 02:23:57","CoordinateX","asym2","###",31.669280593871,115.4,0.0798138689118317,"#",29.4891568270504,143,0.19735848727646,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.75,"selfish"
"1",237,"2017-06-11 02:24:17","CoordinateX","sym","###",31.8382282449539,139.5,0.219738442304851,"#",28.9020888646606,140.1,0.216365431833966,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish"
"2",237,"2017-06-11 02:24:17","CoordinateX","asym1","###",23.6191659463242,139.7,0.488115386884203,"#",28.9020888646606,140.1,0.216365431833966,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish"
"3",237,"2017-06-11 02:24:17","CoordinateX","asym2","###",30.5688476139426,111.4,0.115680906670935,"#",28.9020888646606,140.1,0.216365431833966,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.25,0.9,"selfish"
"1",238,"2017-06-11 02:24:37","CoordinateX","sym","###",26.0464435618804,114.2,0.313467829547876,"#",28.8276037981089,139.8,0.203894843954113,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish"
"2",238,"2017-06-11 02:24:37","CoordinateX","asym1","###",26.86278921565,158.9,0.454656140739096,"#",28.8276037981089,139.8,0.203894843954113,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish"
"3",238,"2017-06-11 02:24:37","CoordinateX","asym2","###",33.0615419415906,120.5,0.0546580745641825,"#",28.8276037981089,139.8,0.203894843954113,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.6,"selfish"
"1",239,"2017-06-11 02:24:57","CoordinateX","sym","###",28.4301385465808,124.6,0.275610335267398,"#",28.7102575552517,139.2,0.197860926066468,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish"
"2",239,"2017-06-11 02:24:57","CoordinateX","asym1","###",24.1559401482212,142.9,0.438243608688744,"#",28.7102575552517,139.2,0.197860926066468,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish"
"3",239,"2017-06-11 02:24:57","CoordinateX","asym2","###",32.8793923977382,119.8,0.0653478504680086,"#",28.7102575552517,139.2,0.197860926066468,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.75,"selfish"
"1",240,"2017-06-11 02:25:17","CoordinateX","sym","###",31.6481612595599,138.7,0.232189151247905,"#",31.1991096739065,151.3,0.176000575748345,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish"
"2",240,"2017-06-11 02:25:17","CoordinateX","asym1","###",24.8480605100501,147,0.496793322512976,"#",31.1991096739065,151.3,0.176000575748345,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish"
"3",240,"2017-06-11 02:25:17","CoordinateX","asym2","###",36.0710564180079,131.4,0.0421123229862327,"#",31.1991096739065,151.3,0.176000575748345,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.4,0.9,"selfish"
"1",241,"2017-06-11 02:25:37","CoordinateX","sym","###",26.4558437148897,116,0.336076496344178,"#",31.1891065978231,151.2,0.159151757246886,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish"
"2",241,"2017-06-11 02:25:37","CoordinateX","asym1","###",24.7279306767783,146.3,0.438579379295179,"#",31.1891065978231,151.2,0.159151757246886,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish"
"3",241,"2017-06-11 02:25:37","CoordinateX","asym2","###",40.086143352646,146,0.0158840002479729,"#",31.1891065978231,151.2,0.159151757246886,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.6,"selfish"
"1",242,"2017-06-11 02:25:57","CoordinateX","sym","###",27.3201289243745,119.7,0.335663459397512,"#",32.3059047463692,156.6,0.140342958404743,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish"
"2",242,"2017-06-11 02:25:57","CoordinateX","asym1","###",24.2038449654412,143.2,0.401070388381519,"#",32.3059047463692,156.6,0.140342958404743,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish"
"3",242,"2017-06-11 02:25:57","CoordinateX","asym2","###",42.4122492788214,154.5,0.00950269970378064,"#",32.3059047463692,156.6,0.140342958404743,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.75,"selfish"
"1",243,"2017-06-11 02:26:18","CoordinateX","sym","###",24.7812765342439,108.6,0.346519560939906,"#",28.7283767315459,139.3,0.209441160406632,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish"
"2",243,"2017-06-11 02:26:18","CoordinateX","asym1","###",26.4917911814207,156.7,0.455410239681641,"#",28.7283767315459,139.3,0.209441160406632,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish"
"3",243,"2017-06-11 02:26:18","CoordinateX","asym2","###",34.059245767078,124.1,0.0543503526886234,"#",28.7283767315459,139.3,0.209441160406632,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish","#####",3,"greedy",120,0.2,1,0.55,0.9,"selfish"
"1",244,"2017-06-11 02:26:39","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",39.9181013428096,193.6,0.134471737149566,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic"
"2",244,"2017-06-11 02:26:39","CoordinateX","asym1","###",33.1618673244503,196.2,0.532440358123508,"#",39.9181013428096,193.6,0.134471737149566,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic"
"3",244,"2017-06-11 02:26:39","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",39.9181013428096,193.6,0.134471737149566,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.6,"altruistic"
"1",245,"2017-06-11 02:27:00","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",39.9558923481047,193.7,0.134618857941439,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic"
"2",245,"2017-06-11 02:27:00","CoordinateX","asym1","###",33.2981230702272,197,0.532440358123508,"#",39.9558923481047,193.7,0.134618857941439,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic"
"3",245,"2017-06-11 02:27:00","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",39.9558923481047,193.7,0.134618857941439,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.75,"altruistic"
"1",246,"2017-06-11 02:27:22","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",40.4339791099845,196.1,0.135724788838354,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic"
"2",246,"2017-06-11 02:27:22","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",40.4339791099845,196.1,0.135724788838354,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic"
"3",246,"2017-06-11 02:27:22","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",40.4339791099845,196.1,0.135724788838354,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.25,0.9,"altruistic"
"1",247,"2017-06-11 02:27:43","CoordinateX","sym","###",39.0550252848465,171.2,0.172145457960362,"#",40.0793795693829,194.3,0.134742307235905,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic"
