"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"2",247,"2017-06-11 02:27:43","CoordinateX","asym1","###",33.2981230702272,197,0.532440358123508,"#",40.0793795693829,194.3,0.134742307235905,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic"
"3",247,"2017-06-11 02:27:43","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",40.0793795693829,194.3,0.134742307235905,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.6,"altruistic"
"1",248,"2017-06-11 02:28:04","CoordinateX","sym","###",35.256528158311,154.5,0.172145457960362,"#",38.8569932692421,188.4,0.134020743642693,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic"
"2",248,"2017-06-11 02:28:04","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",38.8569932692421,188.4,0.134020743642693,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic"
"3",248,"2017-06-11 02:28:04","CoordinateX","asym2","###",46.3714351729597,168.9,0.0153448611529,"#",38.8569932692421,188.4,0.134020743642693,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.75,"altruistic"
"1",249,"2017-06-11 02:28:26","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",40.4339791099845,196.1,0.135724788838354,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic"
"2",249,"2017-06-11 02:28:26","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",40.4339791099845,196.1,0.135724788838354,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic"
"3",249,"2017-06-11 02:28:26","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",40.4339791099845,196.1,0.135724788838354,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.4,0.9,"altruistic"
"1",250,"2017-06-11 02:28:48","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",40.1867308117161,194.9,0.135477273747564,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic"
"2",250,"2017-06-11 02:28:48","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",40.1867308117161,194.9,0.135477273747564,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic"
"3",250,"2017-06-11 02:28:48","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",40.1867308117161,194.9,0.135477273747564,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.6,"altruistic"
"1",251,"2017-06-11 02:29:09","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",39.6613348424064,192.3,0.137786294771935,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic"
"2",251,"2017-06-11 02:29:09","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",39.6613348424064,192.3,0.137786294771935,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic"
"3",251,"2017-06-11 02:29:09","CoordinateX","asym2","###",45.0261528941175,164,0.0153448611529,"#",39.6613348424064,192.3,0.137786294771935,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.75,"altruistic"
"1",252,"2017-06-11 02:29:31","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",40.2432787118729,195.1,0.136439822438651,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic"
"2",252,"2017-06-11 02:29:31","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",40.2432787118729,195.1,0.136439822438651,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic"
"3",252,"2017-06-11 02:29:31","CoordinateX","asym2","###",46.2477506960549,168.5,0.0153448611529,"#",40.2432787118729,195.1,0.136439822438651,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.98,0.55,0.9,"altruistic"
"1",253,"2017-06-11 02:29:54","CoordinateX","sym","###",37.9189266725734,166.2,0.172145457960361,"#",39.8293024459798,193.1,0.134774328012787,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic"
"2",253,"2017-06-11 02:29:54","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",39.8293024459798,193.1,0.134774328012787,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic"
"3",253,"2017-06-11 02:29:54","CoordinateX","asym2","###",46.7440905355961,170.3,0.0153448611529,"#",39.8293024459798,193.1,0.134774328012787,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.6,"altruistic"
"1",254,"2017-06-11 02:30:15","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",39.4884793325851,191.5,0.136190474622829,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic"
"2",254,"2017-06-11 02:30:15","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",39.4884793325851,191.5,0.136190474622829,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic"
"3",254,"2017-06-11 02:30:15","CoordinateX","asym2","###",45.2339474288946,164.8,0.0143170660345311,"#",39.4884793325851,191.5,0.136190474622829,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.75,"altruistic"
"1",255,"2017-06-11 02:30:36","CoordinateX","sym","###",33.5565939868754,147.1,0.164996998108573,"#",37.7993386185526,183.3,0.130381876938259,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic"
"2",255,"2017-06-11 02:30:36","CoordinateX","asym1","###",32.8316158603259,194.2,0.526077415951702,"#",37.7993386185526,183.3,0.130381876938259,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic"
"3",255,"2017-06-11 02:30:36","CoordinateX","asym2","###",45.6334307279214,166.3,0.0153448611529,"#",37.7993386185526,183.3,0.130381876938259,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.25,0.9,"altruistic"
"1",256,"2017-06-11 02:30:57","CoordinateX","sym","###",37.1758658271734,162.9,0.172145457960362,"#",38.0250794432657,184.4,0.124796128865056,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic"
"2",256,"2017-06-11 02:30:57","CoordinateX","asym1","###",28.3789534690763,167.9,0.502918644551332,"#",38.0250794432657,184.4,0.124796128865056,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic"
"3",256,"2017-06-11 02:30:57","CoordinateX","asym2","###",46.3714351729597,168.9,0.0153448611529,"#",38.0250794432657,184.4,0.124796128865056,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.6,"altruistic"
"1",257,"2017-06-11 02:31:18","CoordinateX","sym","###",37.7973470556393,165.7,0.176440222225784,"#",38.8231650969901,188.2,0.138952446303759,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic"
"2",257,"2017-06-11 02:31:18","CoordinateX","asym1","###",33.2981230702272,197,0.532440358123508,"#",38.8231650969901,188.2,0.138952446303759,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic"
"3",257,"2017-06-11 02:31:18","CoordinateX","asym2","###",44.5455946194458,162.3,0.0153448611529,"#",38.8231650969901,188.2,0.138952446303759,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.75,"altruistic"
"1",258,"2017-06-11 02:31:40","CoordinateX","sym","###",38.2948429948472,167.8,0.172145457960362,"#",38.7045216996671,187.7,0.130143098870198,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic"
"2",258,"2017-06-11 02:31:40","CoordinateX","asym1","###",29.6195037095492,175.2,0.528859163016248,"#",38.7045216996671,187.7,0.130143098870198,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic"
"3",258,"2017-06-11 02:31:40","CoordinateX","asym2","###",46.3714351729597,168.9,0.0153448611529,"#",38.7045216996671,187.7,0.130143098870198,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.4,0.9,"altruistic"
"1",259,"2017-06-11 02:32:01","CoordinateX","sym","###",39.0550252848465,171.2,0.172145457960362,"#",39.0413503485348,189.3,0.139607562890614,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic"
"2",259,"2017-06-11 02:32:01","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",39.0413503485348,189.3,0.139607562890614,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic"
"3",259,"2017-06-11 02:32:01","CoordinateX","asym2","###",43.7163712024581,159.3,0.0153448611529,"#",39.0413503485348,189.3,0.139607562890614,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.6,"altruistic"
"1",260,"2017-06-11 02:32:23","CoordinateX","sym","###",38.7400955084006,169.8,0.179387671096579,"#",39.4603082340461,191.3,0.13721721594612,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic"
"2",260,"2017-06-11 02:32:23","CoordinateX","asym1","###",33.5714577845195,198.6,0.532440358123508,"#",39.4603082340461,191.3,0.13721721594612,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic"
"3",260,"2017-06-11 02:32:23","CoordinateX","asym2","###",45.2051988160654,164.7,0.0133155646603375,"#",39.4603082340461,191.3,0.13721721594612,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.75,"altruistic"
"1",261,"2017-06-11 02:32:45","CoordinateX","sym","###",35.8754094053294,157.2,0.203762493602037,"#",38.3922638812291,186.2,0.146082828806287,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic"
"2",261,"2017-06-11 02:32:45","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",38.3922638812291,186.2,0.146082828806287,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic"
"3",261,"2017-06-11 02:32:45","CoordinateX","asym2","###",44.3913029520173,161.7,0.0142917932812238,"#",38.3922638812291,186.2,0.146082828806287,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,0.995,0.55,0.9,"altruistic"
"1",262,"2017-06-11 02:33:06","CoordinateX","sym","###",37.5944809779308,164.8,0.179616650684148,"#",38.428808637965,186.3,0.139513567841331,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic"
"2",262,"2017-06-11 02:33:06","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",38.428808637965,186.3,0.139513567841331,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic"
"3",262,"2017-06-11 02:33:06","CoordinateX","asym2","###",43.0431179168052,156.8,0.0121501571165426,"#",38.428808637965,186.3,0.139513567841331,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.6,"altruistic"
"1",263,"2017-06-11 02:33:27","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",36.3951461965283,176.5,0.134783106515692,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic"
"2",263,"2017-06-11 02:33:27","CoordinateX","asym1","###",31.0221874004899,183.5,0.532440358123508,"#",36.3951461965283,176.5,0.134783106515692,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic"
"3",263,"2017-06-11 02:33:27","CoordinateX","asym2","###",38.933261986236,141.8,0.00691088461078498,"#",36.3951461965283,176.5,0.134783106515692,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.75,"altruistic"
"1",264,"2017-06-11 02:33:48","CoordinateX","sym","###",37.4687351149076,164.2,0.179642989657026,"#",38.289433800211,185.7,0.12967699876073,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic"
"2",264,"2017-06-11 02:33:48","CoordinateX","asym1","###",30.8013978759262,182.2,0.515581315988227,"#",38.289433800211,185.7,0.12967699876073,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic"
"3",264,"2017-06-11 02:33:48","CoordinateX","asym2","###",45.2284202686762,164.8,0.011765033263922,"#",38.289433800211,185.7,0.12967699876073,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.25,0.9,"altruistic"
"1",265,"2017-06-11 02:34:09","CoordinateX","sym","###",37.0445002665713,162.4,0.162534741467264,"#",38.6724277317402,187.5,0.12987532924437,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic"
"2",265,"2017-06-11 02:34:09","CoordinateX","asym1","###",33.7085300777118,199.4,0.532440358123508,"#",38.6724277317402,187.5,0.12987532924437,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic"
"3",265,"2017-06-11 02:34:09","CoordinateX","asym2","###",44.4759485564951,162,0.0107583909647076,"#",38.6724277317402,187.5,0.12987532924437,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.6,"altruistic"
"1",266,"2017-06-11 02:34:32","CoordinateX","sym","###",37.9126994261524,166.2,0.186999116302839,"#",39.0448839537648,189.3,0.137043631187839,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic"
"2",266,"2017-06-11 02:34:32","CoordinateX","asym1","###",31.9378476280276,189,0.522071391235374,"#",39.0448839537648,189.3,0.137043631187839,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic"
"3",266,"2017-06-11 02:34:32","CoordinateX","asym2","###",46.0011956366354,167.6,0.0153448611529,"#",39.0448839537648,189.3,0.137043631187839,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.75,"altruistic"
"1",267,"2017-06-11 02:34:53","CoordinateX","sym","###",34.5548758418323,151.4,0.180335975944869,"#",37.090469974954,179.8,0.127299133967645,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic"
"2",267,"2017-06-11 02:34:53","CoordinateX","asym1","###",29.1746370062156,172.6,0.507458322272015,"#",37.090469974954,179.8,0.127299133967645,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic"
"3",267,"2017-06-11 02:34:53","CoordinateX","asym2","###",45.6279519592979,166.2,0.0140164611583432,"#",37.090469974954,179.8,0.127299133967645,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.4,0.9,"altruistic"
"1",268,"2017-06-11 02:35:15","CoordinateX","sym","###",38.5470203488905,168.9,0.172145457960362,"#",38.5618694798084,187,0.130551012275482,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic"
"2",268,"2017-06-11 02:35:15","CoordinateX","asym1","###",31.981479015205,189.2,0.529089320199296,"#",38.5618694798084,187,0.130551012275482,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic"
"3",268,"2017-06-11 02:35:15","CoordinateX","asym2","###",44.1855808556995,161,0.010047256000374,"#",38.5618694798084,187,0.130551012275482,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.6,"altruistic"
"1",269,"2017-06-11 02:35:36","CoordinateX","sym","###",31.6882470326145,138.9,0.262779670977843,"#",36.5488156569529,177.2,0.154747292872313,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic"
"2",269,"2017-06-11 02:35:36","CoordinateX","asym1","###",31.8027514532941,188.2,0.522033151530694,"#",36.5488156569529,177.2,0.154747292872313,"###",10,150,3,80,0,30,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic"
"3",269,"2017-06-11 02:35:36","CoordinateX","asym2","###",44.6305699916299,162.6,0.0142991399600941,"#",36.5488156569529,177.2,0.154747292872313,"###",10,150,3,80,0,10,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.75,"altruistic"
"1",270,"2017-06-11 02:35:57","CoordinateX","sym","###",34.7957612361046,152.5,0.213032264652405,"#",35.9403209037797,174.3,0.127655058359635,"###",10,150,3,80,0,50,50,50,"#####",3,"greedy",0,0.05,1,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.9,"altruistic","#####",3,"greedy",0,0.05,1,0.55,0.9,"altruistic"
